#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KANK2	TENC1	9606.ENSP00000468002	9606.ENSP00000319756	0	0	0	0	0.063	0.078	0	0.411	0.447
KANK2	LPPR2	9606.ENSP00000468002	9606.ENSP00000466898	0	0	0	0	0.063	0.061	0	0.431	0.456
KCNE4	KCNH2	9606.ENSP00000281830	9606.ENSP00000262186	0	0	0	0	0	0	0.600	0.561	0.816
KCNH2	MYLK	9606.ENSP00000262186	9606.ENSP00000353452	0	0	0	0	0.049	0.056	0	0.461	0.474
KCNH2	KCNMA1	9606.ENSP00000262186	9606.ENSP00000286628	0	0	0	0	0.063	0.142	0	0.657	0.700
KCNMA1	KCNMB1	9606.ENSP00000286628	9606.ENSP00000274629	0	0	0	0	0	0.576	0.800	0.902	0.990
KCNMA1	STXBP1	9606.ENSP00000286628	9606.ENSP00000362399	0	0	0	0	0.117	0.099	0	0.326	0.418
KCNMA1	MAP1A	9606.ENSP00000286628	9606.ENSP00000300231	0	0	0	0	0.133	0.313	0	0.450	0.644
KCNMA1	PRKACB	9606.ENSP00000286628	9606.ENSP00000359719	0	0	0	0	0.067	0.243	0.800	0.125	0.859
KCNMB1	PTGIS	9606.ENSP00000274629	9606.ENSP00000244043	0	0	0	0	0	0	0	0.499	0.499
KCNMB1	SCGB2A1	9606.ENSP00000274629	9606.ENSP00000244930	0	0	0	0	0	0	0	0.457	0.457
KCNMB1	LMOD1	9606.ENSP00000274629	9606.ENSP00000356257	0	0	0	0	0.170	0	0	0.326	0.417
KCNMB1	MYH11	9606.ENSP00000274629	9606.ENSP00000379616	0	0	0	0	0.266	0	0	0.377	0.523
KCNMB1	PRKACB	9606.ENSP00000274629	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0	0.600
KCTD12	TM4SF20	9606.ENSP00000366694	9606.ENSP00000303028	0	0	0	0	0	0	0	0.419	0.419
KIAA1644	SHISA3	9606.ENSP00000370568	9606.ENSP00000326445	0	0	0	0	0	0	0	0.506	0.506
KLF2	POU5F1B	9606.ENSP00000248071	9606.ENSP00000419298	0	0	0	0	0.062	0.148	0	0.312	0.402
KLF2	VWF	9606.ENSP00000248071	9606.ENSP00000261405	0	0	0	0	0.131	0.056	0	0.335	0.407
KLF2	LEFTY1	9606.ENSP00000248071	9606.ENSP00000272134	0	0	0	0	0.049	0.057	0	0.400	0.415
KLF2	NKD2	9606.ENSP00000248071	9606.ENSP00000296849	0	0	0	0	0	0	0	0.424	0.424
KLF2	PPARG	9606.ENSP00000248071	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.459	0.478
KLF9	PPARG	9606.ENSP00000366330	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.391	0.413
KRT20	MS4A12	9606.ENSP00000167588	9606.ENSP00000016913	0	0	0	0	0.098	0	0	0.371	0.409
KRT20	TSPAN8	9606.ENSP00000167588	9606.ENSP00000377003	0	0	0	0	0.332	0	0	0.150	0.407
KRT20	TFF3	9606.ENSP00000167588	9606.ENSP00000430690	0	0	0	0	0.213	0	0	0.289	0.416
KRT20	RSPO3	9606.ENSP00000167588	9606.ENSP00000349131	0	0	0	0	0	0	0	0.425	0.425
KRT20	SPINK4	9606.ENSP00000167588	9606.ENSP00000369045	0	0	0	0	0.322	0	0	0.228	0.454
KRT20	SI	9606.ENSP00000167588	9606.ENSP00000264382	0	0	0	0	0.465	0	0	0.050	0.470
KRT20	VIL1	9606.ENSP00000167588	9606.ENSP00000248444	0	0	0	0	0.124	0	0	0.425	0.474
KRT20	STMN3	9606.ENSP00000167588	9606.ENSP00000359070	0	0	0	0	0.049	0	0	0.488	0.492
KRT20	SLC26A3	9606.ENSP00000167588	9606.ENSP00000345873	0	0	0	0	0.333	0	0	0.287	0.504
KRT20	PHGR1	9606.ENSP00000167588	9606.ENSP00000410024	0	0	0	0	0.524	0	0	0	0.524
KRT20	OLFM4	9606.ENSP00000167588	9606.ENSP00000219022	0	0	0	0	0.152	0	0	0.477	0.538
KRT20	MUC5AC	9606.ENSP00000167588	9606.ENSP00000485659	0	0	0	0	0.078	0	0	0.565	0.582
KRT20	REG4	9606.ENSP00000167588	9606.ENSP00000346158	0	0	0	0	0.352	0	0	0.397	0.593
KRT20	VIM	9606.ENSP00000167588	9606.ENSP00000446007	0	0	0	0.732	0	0.676	0	0.240	0.694
LAYN	TLN1	9606.ENSP00000364765	9606.ENSP00000316029	0	0	0	0	0.053	0	0	0.656	0.660
LCN15	TM4SF20	9606.ENSP00000313833	9606.ENSP00000303028	0	0	0	0	0	0	0	0.526	0.526
LCN15	REG4	9606.ENSP00000313833	9606.ENSP00000346158	0	0	0	0	0	0	0	0.511	0.511
LCN2	OLFM4	9606.ENSP00000362108	9606.ENSP00000219022	0	0	0	0	0.239	0	0	0.413	0.534
LCN2	MMP2	9606.ENSP00000362108	9606.ENSP00000219070	0	0	0	0	0	0.270	0.900	0.671	0.973
LCN2	TGFB1	9606.ENSP00000362108	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.358	0.933
LCN2	SERPINE1	9606.ENSP00000362108	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.456	0.467
LCN2	PI3	9606.ENSP00000362108	9606.ENSP00000243924	0	0	0	0	0.323	0	0	0.380	0.562
LCN2	TCN1	9606.ENSP00000362108	9606.ENSP00000257264	0	0	0	0	0.306	0	0	0.248	0.455
LCN2	SLC40A1	9606.ENSP00000362108	9606.ENSP00000261024	0	0	0	0	0.075	0	0	0.451	0.470
LCN2	TIMP2	9606.ENSP00000362108	9606.ENSP00000262768	0	0	0	0	0.062	0	0	0.611	0.619
LCN2	PPARG	9606.ENSP00000362108	9606.ENSP00000287820	0	0	0	0	0	0	0	0.414	0.414
LCN2	S100A7	9606.ENSP00000362108	9606.ENSP00000357712	0	0	0	0	0.076	0	0	0.518	0.535
LCN2	VIM	9606.ENSP00000362108	9606.ENSP00000446007	0	0	0	0	0.062	0	0	0.388	0.401
LCN2	REG3A	9606.ENSP00000362108	9606.ENSP00000377456	0	0	0	0	0.090	0	0	0.471	0.498
LCN2	TFF3	9606.ENSP00000362108	9606.ENSP00000430690	0	0	0	0	0.097	0	0	0.531	0.558
LCN2	SPP1	9606.ENSP00000362108	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.606	0.614
LCN2	SAA1	9606.ENSP00000362108	9606.ENSP00000384906	0	0	0	0	0.162	0	0.900	0.526	0.956
LCN2	SLC22A17	9606.ENSP00000362108	9606.ENSP00000380437	0	0	0	0	0	0	0.600	0.995	0.998
LDB3	TNS1	9606.ENSP00000401437	9606.ENSP00000171887	0	0	0	0	0.064	0.076	0	0.439	0.473
LDB3	PDLIM4	9606.ENSP00000401437	9606.ENSP00000253754	0	0	0	0.681	0	0	0.540	0.503	0.610
LDB3	SGCA	9606.ENSP00000401437	9606.ENSP00000262018	0	0	0	0	0.170	0	0	0.321	0.412
LDB3	PDLIM3	9606.ENSP00000401437	9606.ENSP00000284770	0	0	0	0.678	0.623	0	0.540	0.858	0.868
LDB3	SPEG	9606.ENSP00000401437	9606.ENSP00000311684	0	0	0	0	0.259	0	0	0.273	0.438
LDB3	TLN1	9606.ENSP00000401437	9606.ENSP00000316029	0	0	0	0	0.065	0	0	0.390	0.406
LDB3	NEXN	9606.ENSP00000401437	9606.ENSP00000333938	0	0	0	0	0.101	0	0	0.551	0.579
LDB3	PDLIM7	9606.ENSP00000401437	9606.ENSP00000348099	0	0	0	0.899	0.439	0	0.540	0.556	0.745
LDB3	PLN	9606.ENSP00000401437	9606.ENSP00000350132	0	0	0	0	0.594	0	0	0.053	0.600
LDB3	MYLK	9606.ENSP00000401437	9606.ENSP00000353452	0	0	0	0	0.240	0	0	0.271	0.422
LDB3	MYH10	9606.ENSP00000401437	9606.ENSP00000353590	0	0	0	0	0.108	0.149	0	0.358	0.470
LDB3	TPM2	9606.ENSP00000401437	9606.ENSP00000367542	0	0	0	0	0.191	0.080	0	0.290	0.425
LDB3	MYH11	9606.ENSP00000401437	9606.ENSP00000379616	0	0	0	0	0.140	0.149	0	0.354	0.487
LDB3	MYO1A	9606.ENSP00000401437	9606.ENSP00000393392	0	0	0	0	0.095	0.129	0.540	0.060	0.613
LDB3	SMYD1	9606.ENSP00000401437	9606.ENSP00000393453	0	0	0	0	0.556	0.058	0	0.071	0.578
LDB3	PALLD	9606.ENSP00000401437	9606.ENSP00000425556	0	0	0	0	0.146	0	0	0.443	0.504
LEFTY1	TGFB1	9606.ENSP00000272134	9606.ENSP00000221930	0	0	0	0	0	0	0.800	0.100	0.812
LEFTY1	TGFB3	9606.ENSP00000272134	9606.ENSP00000238682	0	0	0	0	0	0	0.800	0.142	0.821
LEFTY1	TDGF1	9606.ENSP00000272134	9606.ENSP00000296145	0	0	0	0	0.096	0.161	0.600	0.772	0.921
LEPREL2	SLC3A1	9606.ENSP00000478600	9606.ENSP00000260649	0	0	0	0	0	0	0	0.460	0.460
LGALS1	VIM	9606.ENSP00000215909	9606.ENSP00000446007	0	0	0	0	0.333	0	0	0.400	0.583
LGALS4	TRPA1	9606.ENSP00000302100	9606.ENSP00000262209	0	0	0	0	0	0.056	0	0.511	0.519
LGALS4	PPARG	9606.ENSP00000302100	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.973	0.973
LGALS4	NR1I2	9606.ENSP00000302100	9606.ENSP00000336528	0	0	0	0	0.118	0.056	0	0.445	0.498
LGALS4	SLC13A2	9606.ENSP00000302100	9606.ENSP00000392411	0	0	0	0	0.107	0	0	0.480	0.516
LGALS4	MYO1A	9606.ENSP00000302100	9606.ENSP00000393392	0	0	0	0	0.164	0	0	0.583	0.637
LGI2	SLC4A3	9606.ENSP00000371548	9606.ENSP00000273063	0	0	0	0	0.086	0	0	0.702	0.716
LHFP	TMOD1	9606.ENSP00000368908	9606.ENSP00000259365	0	0	0	0	0	0	0	0.578	0.578
LIMS2	NAALADL2	9606.ENSP00000326888	9606.ENSP00000404705	0	0	0	0	0	0	0	0.493	0.493
LIX1L	MRGPRF	9606.ENSP00000474487	9606.ENSP00000309782	0	0	0	0	0.062	0	0	0.472	0.484
LMOD1	MYL9	9606.ENSP00000356257	9606.ENSP00000279022	0	0	0	0	0.230	0	0.600	0.400	0.799
LMOD1	SYNPO2	9606.ENSP00000356257	9606.ENSP00000306015	0	0	0	0	0.266	0.125	0	0.347	0.544
LMOD1	TLN1	9606.ENSP00000356257	9606.ENSP00000316029	0	0	0	0	0	0	0.600	0.080	0.616
LMOD1	MYLK	9606.ENSP00000356257	9606.ENSP00000353452	0	0	0	0	0.178	0	0.650	0.460	0.831
LMOD1	TAGLN	9606.ENSP00000356257	9606.ENSP00000432282	0	0	0	0	0.270	0	0	0.422	0.560
LMOD1	MYOCD	9606.ENSP00000356257	9606.ENSP00000401678	0	0	0	0	0.187	0	0	0.537	0.608
LMOD1	SORBS1	9606.ENSP00000356257	9606.ENSP00000360293	0	0	0	0	0.119	0	0.600	0.114	0.661
LMOD1	TPM2	9606.ENSP00000356257	9606.ENSP00000367542	0	0	0	0	0.189	0.058	0.600	0.396	0.790
LMOD1	MYH11	9606.ENSP00000356257	9606.ENSP00000379616	0	0	0	0	0.296	0	0.800	0.557	0.932
LOXL1	MYOC	9606.ENSP00000261921	9606.ENSP00000037502	0	0	0	0	0.049	0	0	0.557	0.560
LOXL1	MMP2	9606.ENSP00000261921	9606.ENSP00000219070	0	0	0	0	0.312	0	0	0.297	0.495
LOXL1	PCOLCE	9606.ENSP00000261921	9606.ENSP00000223061	0	0	0	0	0.370	0	0.900	0.203	0.945
LOXL1	LTBP4	9606.ENSP00000261921	9606.ENSP00000311905	0	0	0	0	0.101	0.056	0	0.457	0.499
LOXL1	LTBP1	9606.ENSP00000261921	9606.ENSP00000386043	0	0	0	0	0.174	0.056	0	0.434	0.520
LOXL1	LTBP3	9606.ENSP00000261921	9606.ENSP00000301873	0	0	0	0	0.101	0.056	0	0.517	0.554
LOXL1	LTBP2	9606.ENSP00000261921	9606.ENSP00000261978	0	0	0	0	0.195	0.056	0	0.561	0.637
LOXL1	MFAP5	9606.ENSP00000261921	9606.ENSP00000352455	0	0	0	0	0.085	0	0.900	0.337	0.934
LOXL1	MFAP2	9606.ENSP00000261921	9606.ENSP00000364685	0	0	0	0	0.230	0	0.900	0.507	0.958
LPPR2	MOGAT3	9606.ENSP00000466898	9606.ENSP00000223114	0	0	0	0	0.049	0	0.900	0.107	0.907
LPPR2	NPTXR	9606.ENSP00000466898	9606.ENSP00000327545	0	0	0	0	0.068	0	0	0.431	0.447
LRP4	SOSTDC1	9606.ENSP00000367888	9606.ENSP00000304930	0	0	0	0	0.076	0	0	0.494	0.512
LRRC66	SHISA3	9606.ENSP00000341944	9606.ENSP00000326445	0	0	0	0	0	0	0	0.574	0.574
LTBP1	TGFB1	9606.ENSP00000386043	9606.ENSP00000221930	0	0	0	0	0.062	0.880	0.800	0.840	0.995
LTBP1	TGFB3	9606.ENSP00000386043	9606.ENSP00000238682	0	0	0	0	0.062	0.058	0.800	0.724	0.944
LTBP1	LTBP2	9606.ENSP00000386043	9606.ENSP00000261978	0	0	0	0.885	0.114	0	0.300	0.826	0.414
LTBP1	MFAP2	9606.ENSP00000386043	9606.ENSP00000364685	0	0	0	0	0.140	0	0	0.602	0.643
LTBP1	MFAP4	9606.ENSP00000386043	9606.ENSP00000378957	0	0	0	0	0.098	0.104	0	0.361	0.438
LTBP2	MYOC	9606.ENSP00000261978	9606.ENSP00000037502	0	0	0	0	0.085	0	0	0.653	0.669
LTBP2	TGFB1	9606.ENSP00000261978	9606.ENSP00000221930	0	0	0	0	0.087	0.058	0	0.555	0.584
LTBP2	TGFB3	9606.ENSP00000261978	9606.ENSP00000238682	0	0	0	0	0.098	0.058	0	0.467	0.508
LTBP2	LTBP4	9606.ENSP00000261978	9606.ENSP00000311905	0	0	0	0.856	0.083	0	0.300	0.740	0.401
LTBP2	MFAP5	9606.ENSP00000261978	9606.ENSP00000352455	0	0	0	0	0.107	0	0	0.373	0.416
LTBP2	MFAP4	9606.ENSP00000261978	9606.ENSP00000378957	0	0	0	0	0.125	0.104	0	0.360	0.454
LTBP2	MFAP2	9606.ENSP00000261978	9606.ENSP00000364685	0	0	0	0	0.068	0	0	0.560	0.573
LTBP3	MYOC	9606.ENSP00000301873	9606.ENSP00000037502	0	0	0	0	0	0	0	0.517	0.517
LTBP3	TGFB1	9606.ENSP00000301873	9606.ENSP00000221930	0	0	0	0	0.069	0.500	0.600	0.601	0.916
LTBP3	TGFB3	9606.ENSP00000301873	9606.ENSP00000238682	0	0	0	0	0.091	0.226	0.600	0.592	0.870
LTBP3	SLC4A3	9606.ENSP00000301873	9606.ENSP00000273063	0	0	0	0	0.072	0	0	0.389	0.408
LTBP3	LTBP4	9606.ENSP00000301873	9606.ENSP00000311905	0	0	0	0.753	0.149	0	0.300	0.801	0.500
LTBP3	MFAP2	9606.ENSP00000301873	9606.ENSP00000364685	0	0	0	0	0.063	0	0	0.561	0.571
LTBP4	TGFB1	9606.ENSP00000311905	9606.ENSP00000221930	0	0	0	0	0.076	0.226	0.600	0.771	0.925
LTBP4	TGFB3	9606.ENSP00000311905	9606.ENSP00000238682	0	0	0	0	0.062	0.058	0	0.511	0.530
LTBP4	MFAP2	9606.ENSP00000311905	9606.ENSP00000364685	0	0	0	0	0.062	0	0	0.469	0.480
LY6G6D	NCS1	9606.ENSP00000364985	9606.ENSP00000361475	0	0	0	0	0	0.465	0	0	0.465
LYPD8	TFF2	9606.ENSP00000466070	9606.ENSP00000291526	0	0	0	0	0.062	0	0	0.404	0.417
LYPD8	REG3A	9606.ENSP00000466070	9606.ENSP00000377456	0	0	0	0	0.081	0	0	0.403	0.428
LYZ	OLFM4	9606.ENSP00000261267	9606.ENSP00000219022	0	0	0	0	0.075	0	0	0.475	0.493
LYZ	VIL1	9606.ENSP00000261267	9606.ENSP00000248444	0	0	0	0	0.077	0	0	0.427	0.449
LYZ	SAA1	9606.ENSP00000261267	9606.ENSP00000384906	0	0	0	0	0.082	0	0.300	0.193	0.436
LYZ	VMO1	9606.ENSP00000261267	9606.ENSP00000328397	0	0	0	0	0.063	0	0	0.463	0.475
LYZ	PIGR	9606.ENSP00000261267	9606.ENSP00000348888	0	0	0	0	0.084	0	0	0.459	0.483
LYZ	ODAM	9606.ENSP00000261267	9606.ENSP00000379401	0	0	0	0	0	0	0.500	0.048	0.503
MAB21L2	TGFB1	9606.ENSP00000324701	9606.ENSP00000221930	0	0	0	0	0	0	0	0.546	0.546
MAB21L2	PBX3	9606.ENSP00000324701	9606.ENSP00000362588	0	0	0	0	0.064	0.733	0	0.231	0.791
MAFB	MEOX2	9606.ENSP00000362410	9606.ENSP00000262041	0	0	0	0	0	0.061	0	0.535	0.544
MAFB	TBX10	9606.ENSP00000362410	9606.ENSP00000335191	0	0	0	0	0	0	0	0.431	0.431
MAFB	NFATC1	9606.ENSP00000362410	9606.ENSP00000389377	0	0	0	0	0.062	0	0	0.395	0.408
MAFB	SATB2	9606.ENSP00000362410	9606.ENSP00000401112	0	0	0	0	0	0	0	0.413	0.412
MAGEA12	MAGEA6	9606.ENSP00000377478	9606.ENSP00000480637	0	0	0	0.981	0.771	0	0	0.651	0.773
MAGEA12	MAGEA3	9606.ENSP00000377478	9606.ENSP00000473093	0	0	0	0.982	0.771	0	0	0.828	0.774
MAGEA3	MAGEA6	9606.ENSP00000473093	9606.ENSP00000480637	0	0	0	0.986	0.771	0.270	0	0.730	0.827
MAOB	NAT2	9606.ENSP00000367309	9606.ENSP00000286479	0	0	0	0	0.049	0	0	0.431	0.435
MAOB	SNCG	9606.ENSP00000367309	9606.ENSP00000361087	0	0	0	0	0.098	0	0	0.479	0.510
MAP1A	MAP1B	9606.ENSP00000300231	9606.ENSP00000296755	0	0	0	0.670	0.216	0.265	0	0.743	0.544
MAP1A	SYNPO2	9606.ENSP00000300231	9606.ENSP00000306015	0	0	0	0	0.087	0	0	0.391	0.420
MAP1B	NTN1	9606.ENSP00000296755	9606.ENSP00000173229	0	0	0	0	0.050	0	0.900	0.405	0.938
MAP1B	UCHL1	9606.ENSP00000296755	9606.ENSP00000284440	0	0	0	0	0.354	0	0	0.181	0.448
MAP1B	TUBA1A	9606.ENSP00000296755	9606.ENSP00000301071	0	0	0	0	0.159	0.218	0	0.226	0.447
MARCO	VSIG4	9606.ENSP00000318916	9606.ENSP00000363869	0	0	0	0	0.672	0	0	0.172	0.717
MATN2	THBS4	9606.ENSP00000254898	9606.ENSP00000339730	0	0	0	0	0.062	0.079	0	0.381	0.419
MATN2	THBS2	9606.ENSP00000254898	9606.ENSP00000355751	0	0	0	0	0.096	0.079	0	0.369	0.428
MEGF6	MFAP5	9606.ENSP00000348982	9606.ENSP00000352455	0	0	0	0	0	0.213	0	0.412	0.517
MEOX2	MYOCD	9606.ENSP00000262041	9606.ENSP00000401678	0	0	0	0	0.062	0	0	0.557	0.566
MEP1A	MOGAT2	9606.ENSP00000230588	9606.ENSP00000198801	0	0	0	0	0.343	0	0	0.344	0.550
MEP1A	MYO1A	9606.ENSP00000230588	9606.ENSP00000393392	0	0	0	0	0.335	0	0	0.142	0.405
MEP1A	UGT2A3	9606.ENSP00000230588	9606.ENSP00000251566	0	0	0	0	0.299	0	0	0.188	0.406
MEP1A	PHGR1	9606.ENSP00000230588	9606.ENSP00000410024	0	0	0	0	0.412	0	0	0	0.412
MEP1A	REG4	9606.ENSP00000230588	9606.ENSP00000346158	0	0	0	0	0.298	0	0	0.225	0.432
MEP1A	SI	9606.ENSP00000230588	9606.ENSP00000264382	0	0	0	0	0.490	0	0	0.547	0.759
METTL7B	TSPAN1	9606.ENSP00000377796	9606.ENSP00000361072	0	0	0	0	0	0	0	0.540	0.540
MFAP2	PCOLCE	9606.ENSP00000364685	9606.ENSP00000223061	0	0	0	0	0.175	0	0	0.408	0.491
MFAP2	MFAP5	9606.ENSP00000364685	9606.ENSP00000352455	0	0	0	0.779	0.073	0	0.900	0.926	0.923
MFAP2	MFAP4	9606.ENSP00000364685	9606.ENSP00000378957	0	0	0	0	0.183	0	0.600	0.556	0.842
MFAP4	OGN	9606.ENSP00000378957	9606.ENSP00000262551	0	0	0	0	0.153	0.056	0	0.335	0.422
MFAP4	MFAP5	9606.ENSP00000378957	9606.ENSP00000352455	0	0	0	0	0.085	0	0.600	0.390	0.757
MFAP5	TGFB3	9606.ENSP00000352455	9606.ENSP00000238682	0	0	0	0	0.118	0	0	0.355	0.407
MFAP5	SORBS1	9606.ENSP00000352455	9606.ENSP00000360293	0	0	0	0	0	0	0	0.431	0.431
MFAP5	MYLK	9606.ENSP00000352455	9606.ENSP00000353452	0	0	0	0	0.063	0	0	0.440	0.453
MFAP5	MYH11	9606.ENSP00000352455	9606.ENSP00000379616	0	0	0	0	0.062	0	0	0.460	0.471
MGP	MYOC	9606.ENSP00000228938	9606.ENSP00000037502	0	0	0	0	0.096	0	0	0.445	0.477
MGP	MYH11	9606.ENSP00000228938	9606.ENSP00000379616	0	0	0	0	0.154	0	0	0.349	0.426
MGP	OGN	9606.ENSP00000228938	9606.ENSP00000262551	0	0	0	0	0.189	0	0	0.358	0.457
MGP	MYO1A	9606.ENSP00000228938	9606.ENSP00000393392	0	0	0	0	0	0	0	0.517	0.517
MGP	PTRF	9606.ENSP00000228938	9606.ENSP00000349541	0	0	0	0	0.530	0	0	0.066	0.542
MGP	TAGLN	9606.ENSP00000228938	9606.ENSP00000432282	0	0	0	0	0.144	0	0	0.556	0.603
MGP	SPP1	9606.ENSP00000228938	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.743	0.748
MGST1	POU5F1B	9606.ENSP00000379512	9606.ENSP00000419298	0	0	0	0	0	0	0	0.402	0.402
MMP2	MRC2	9606.ENSP00000219070	9606.ENSP00000307513	0	0	0	0.556	0.348	0	0	0.244	0.409
MMP2	TAGLN	9606.ENSP00000219070	9606.ENSP00000432282	0	0	0	0	0.175	0	0	0.363	0.452
MMP2	SELP	9606.ENSP00000219070	9606.ENSP00000263686	0	0	0	0	0	0	0	0.460	0.459
MMP2	SPOCK1	9606.ENSP00000219070	9606.ENSP00000378401	0	0	0	0	0.102	0.213	0	0.327	0.482
MMP2	TWIST2	9606.ENSP00000219070	9606.ENSP00000482581	0	0	0	0	0.293	0	0	0.310	0.492
MMP2	VWF	9606.ENSP00000219070	9606.ENSP00000261405	0	0	0	0	0.089	0	0	0.470	0.496
MMP2	PPARG	9606.ENSP00000219070	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.504	0.514
MMP2	VIM	9606.ENSP00000219070	9606.ENSP00000446007	0	0	0	0	0.187	0	0	0.459	0.541
MMP2	PCOLCE	9606.ENSP00000219070	9606.ENSP00000223061	0	0	0	0	0.360	0.270	0	0.157	0.572
MMP2	PDGFRB	9606.ENSP00000219070	9606.ENSP00000261799	0	0	0	0	0.285	0	0	0.452	0.591
MMP2	TGFB3	9606.ENSP00000219070	9606.ENSP00000238682	0	0	0	0	0.066	0	0	0.585	0.596
MMP2	ZEB1	9606.ENSP00000219070	9606.ENSP00000354487	0	0	0	0	0.062	0	0	0.602	0.610
MMP2	SPP1	9606.ENSP00000219070	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.691	0.702
MMP2	SERPINE1	9606.ENSP00000219070	9606.ENSP00000223095	0	0	0	0	0.218	0.056	0	0.662	0.729
MMP2	SAA1	9606.ENSP00000219070	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.235	0.920
MMP2	THBS2	9606.ENSP00000219070	9606.ENSP00000355751	0	0	0	0	0.339	0.270	0	0.946	0.971
MMP2	TGFB1	9606.ENSP00000219070	9606.ENSP00000221930	0	0	0	0	0.062	0.634	0.900	0.693	0.988
MMP2	TIMP3	9606.ENSP00000219070	9606.ENSP00000266085	0	0	0	0	0.288	0.670	0.800	0.973	0.998
MMP2	TIMP2	9606.ENSP00000219070	9606.ENSP00000262768	0	0	0	0	0.159	0.976	0.600	0.991	0.999
MMP28	TIMP2	9606.ENSP00000473853	9606.ENSP00000262768	0	0	0	0	0.062	0.180	0	0.515	0.594
MMP28	TIMP3	9606.ENSP00000473853	9606.ENSP00000266085	0	0	0	0	0.070	0.180	0	0.514	0.597
MN1	MYH11	9606.ENSP00000304956	9606.ENSP00000379616	0	0	0	0	0	0	0	0.456	0.456
MOGAT2	XDH	9606.ENSP00000198801	9606.ENSP00000368727	0	0	0	0	0.107	0	0	0.359	0.403
MOGAT2	SLC26A3	9606.ENSP00000198801	9606.ENSP00000345873	0	0	0	0	0.340	0	0	0.176	0.433
MOGAT2	MOGAT3	9606.ENSP00000198801	9606.ENSP00000223114	0	0	0	0.926	0.063	0	0.900	0.827	0.908
MOGAT3	PCOLCE	9606.ENSP00000223114	9606.ENSP00000223061	0	0	0	0	0	0	0	0.443	0.443
MRAP2	MYADM	9606.ENSP00000257776	9606.ENSP00000375649	0	0	0	0	0	0.145	0	0.415	0.478
MRAS	RASSF6	9606.ENSP00000289104	9606.ENSP00000340578	0	0	0	0	0	0.078	0	0.515	0.533
MRAS	RASA3	9606.ENSP00000289104	9606.ENSP00000335029	0	0	0	0	0.060	0.089	0.600	0.283	0.721
MRGPRF	MS4A8	9606.ENSP00000309782	9606.ENSP00000300226	0	0	0	0	0	0	0	0.425	0.425
MRGPRF	PRRX2	9606.ENSP00000309782	9606.ENSP00000361547	0	0	0	0	0.199	0	0	0.350	0.457
MRVI1	MYLK	9606.ENSP00000412130	9606.ENSP00000353452	0	0	0	0	0.159	0	0	0.325	0.408
MS4A12	NXPE4	9606.ENSP00000016913	9606.ENSP00000364627	0	0	0	0	0.328	0	0	0.155	0.407
MS4A12	SPINK4	9606.ENSP00000016913	9606.ENSP00000369045	0	0	0	0	0.087	0	0	0.391	0.420
MS4A12	SLC4A4	9606.ENSP00000016913	9606.ENSP00000393557	0	0	0	0	0	0	0	0.455	0.455
MS4A12	TSPAN8	9606.ENSP00000016913	9606.ENSP00000377003	0	0	0	0	0	0	0	0.485	0.485
MS4A12	SLC26A3	9606.ENSP00000016913	9606.ENSP00000345873	0	0	0	0	0.139	0	0	0.505	0.555
MS4A12	ZG16	9606.ENSP00000016913	9606.ENSP00000383563	0	0	0	0	0.088	0	0	0.605	0.624
MSMB	PI16	9606.ENSP00000463092	9606.ENSP00000362778	0	0	0	0	0	0	0	0.703	0.703
MSMB	SAMD4A	9606.ENSP00000463092	9606.ENSP00000375919	0	0	0	0	0.065	0	0	0.486	0.499
MUC12	MUC17	9606.ENSP00000441929	9606.ENSP00000302716	0	0	0	0.550	0.095	0	0.900	0.873	0.942
MUC12	MUC5AC	9606.ENSP00000441929	9606.ENSP00000485659	0	0	0	0	0.060	0	0.900	0.717	0.971
MUC17	TFF3	9606.ENSP00000302716	9606.ENSP00000430690	0	0	0	0	0.088	0	0	0.369	0.400
MUC17	SLC26A3	9606.ENSP00000302716	9606.ENSP00000345873	0	0	0	0	0.213	0	0	0.398	0.505
MUC17	MUC5AC	9606.ENSP00000302716	9606.ENSP00000485659	0	0	0	0	0.086	0	0.900	0.689	0.969
MUC5AC	TFF2	9606.ENSP00000485659	9606.ENSP00000291526	0	0	0	0	0.095	0	0	0.682	0.700
MUC5AC	TFF1	9606.ENSP00000485659	9606.ENSP00000291527	0	0	0	0	0.276	0	0	0.938	0.953
MUC5AC	RETNLB	9606.ENSP00000485659	9606.ENSP00000295755	0	0	0	0	0	0	0	0.471	0.471
MUC5AC	TFF3	9606.ENSP00000485659	9606.ENSP00000430690	0	0	0	0	0.076	0	0	0.658	0.670
